time,value
0.05057142857142857,48.97186229755352
0.078,48.97186229755352
0.10542857142857143,48.97186229755352
0.13285714285714284,48.97186229755352
0.18771428571428572,48.97186229755352
0.21514285714285714,48.97186229755352
0.2425714285714286,48.97186229755352
0.29742857142857143,48.97186229755352
0.35228571428571426,49.29653762222885
0.3797142857142858,49.29653762222885
0.40714285714285714,49.29653762222885
0.43457142857142855,49.62121294690417
0.46199999999999997,49.62121294690417
0.48942857142857144,49.62121294690417
0.5168571428571429,49.9458882715795
0.5717142857142856,51.244589570280795
0.5991428571428571,51.56926489495611
0.6265714285714286,52.218615544306765
0.654,52.86796619365741
0.6814285714285715,54.16666749235871
0.7088571428571429,55.1406934663847
0.7362857142857143,55.1406934663847
0.8734285714285714,54.16666749235871
1.0105714285714287,52.218615544306765
1.0654285714285714,51.56926489495611
1.1477142857142857,49.9458882715795
1.2848571428571427,47.67316099885222
1.3945714285714286,45.075758401449626
1.4768571428571429,42.47835580404703
1.5591428571428572,40.854979180670405
1.5865714285714283,37.93290125859248
1.614,36.634199959891184
1.6688571428571428,35.66017398586521
1.6962857142857142,41.82900515469638
1.7237142857142858,42.47835580404703
1.8882857142857143,45.075758401449626
2.080285714285714,46.37445970015092
2.162571428571429,47.023810349501574
2.327142857142857,48.32251164820287
2.382,48.97186229755352
2.4917142857142855,49.29653762222885
2.5465714285714287,50.270563596254824
2.6014285714285714,50.91991424560547
2.6837142857142857,51.56926489495611
2.766,52.218615544306765
2.8757142857142854,52.86796619365741
2.9305714285714286,53.51731684300807
2.9854285714285713,53.51731684300807
3.040285714285714,52.5432908689821
3.1500000000000004,49.62121294690417
3.232285714285714,47.3484856741769
3.314571428571428,45.075758401449626
3.3694285714285717,42.80303112872235
3.4242857142857144,41.50432983002105
3.534,28.84199216768339
3.588857142857143,23.97186229755352
3.6162857142857145,22.67316099885222
3.643714285714286,22.67316099885222
3.6985714285714284,24.296537622228843
4.192285714285714,36.9588752845665
4.521428571428571,46.69913502482625
5.015142857142857,56.11471944041067
5.426571428571429,62.60822593391716
5.5362857142857145,64.23160255729378
5.563714285714285,64.23160255729378
5.783142857142857,60.66017398586521
5.920285714285715,57.41342073911196
6.057428571428572,52.86796619365741
6.112285714285714,48.97186229755352
6.167142857142856,45.075758401449626
6.2219999999999995,40.53030385599508
6.331714285714286,40.53030385599508
6.715714285714285,43.452381778073004
7.182,48.32251164820287
7.483714285714286,52.5432908689821
7.703142857142857,56.43939476508599
7.730571428571428,57.41342073911196
7.812857142857142,61.9588752845665
7.895142857142857,67.80303112872235
7.977428571428572,65.8549791806704
8.032285714285715,44.10173242742365
8.059714285714286,42.1536804793717
8.169428571428572,44.10173242742365
8.251714285714286,46.37445970015092
8.36142857142857,49.9458882715795
8.526,57.41342073911196
8.580857142857143,65.20562853131976
8.608285714285714,47.3484856741769
8.635714285714286,49.29653762222885
8.718,57.41342073911196
8.74542857142857,61.9588752845665
8.800285714285714,33.38744671313793
8.827714285714286,32.08874541443664
8.855142857142857,30.790044115735338
8.882571428571428,30.14069346638469
8.91,29.816018141709367
8.93742857142857,29.166667492358716
8.964857142857143,28.517316843008068
8.992285714285714,28.19264151833274
9.019714285714286,29.166667492358716
9.074571428571428,30.465368791060015
9.102,34.036797362488585
9.129428571428571,36.9588752845665
9.156857142857143,40.854979180670405
9.266571428571428,48.97186229755352
9.348857142857142,60.33549866118988
9.376285714285714,69.10173242742364
9.458571428571428,65.8549791806704
9.486,30.790044115735338
9.540857142857142,32.73809606378729
9.623142857142858,36.9588752845665
9.705428571428572,43.77705710274832
9.842571428571429,49.9458882715795
9.89742857142857,55.79004411573534
9.952285714285715,59.36147268716391
9.979714285714286,65.53030385599507
10.034571428571429,63.257576583267806
10.062000000000001,61.309524635215865
10.08942857142857,32.41342073911196
10.116857142857143,32.08874541443664
10.171714285714286,32.73809606378729
10.336285714285713,37.283550609241836
10.528285714285714,43.12770645339767
10.720285714285714,48.32251164820287
10.884857142857143,53.19264151833274
11.022,60.01082333651456
11.104285714285714,64.23160255729378
11.214,67.47835580404703
11.268857142857144,67.1536804793717
11.323714285714285,63.257576583267806
11.488285714285714,57.41342073911196
11.762571428571428,47.67316099885222
11.872285714285713,42.80303112872235
11.927142857142856,38.257576583267806
11.982000000000001,36.634199959891184
12.036857142857144,34.68614801183924
12.091714285714286,34.68614801183924
12.146571428571429,36.30952463521586
12.174,38.90692723261846
12.228857142857144,42.80303112872235
12.256285714285713,49.9458882715795
12.283714285714286,54.816018141709364
12.311142857142858,57.41342073911196
12.366,55.46536879106001
12.420857142857145,43.77705710274832
12.475714285714286,40.20562853131975
12.503142857142858,38.58225190794313
12.53057142857143,37.608225933917154
