time,value
0.05057142857142857,51.89394021963144
0.16028571428571428,52.5432908689821
0.2425714285714286,53.19264151833274
0.29742857142857143,53.19264151833274
0.3797142857142858,53.51731684300807
0.40714285714285714,53.841992167683394
0.5168571428571429,51.244589570280795
0.5717142857142856,52.218615544306765
0.6814285714285715,54.16666749235871
0.7911428571428571,57.41342073911196
0.8459999999999999,58.06277138846261
0.8734285714285714,58.38744671313793
0.9008571428571428,59.03679736248859
0.9557142857142857,59.36147268716391
1.0105714285714287,55.79004411573534
1.0379999999999998,52.218615544306765
1.0654285714285714,52.218615544306765
1.1202857142857143,50.91991424560547
1.1477142857142857,50.270563596254824
1.1751428571428573,49.62121294690417
1.23,48.97186229755352
1.2574285714285716,48.32251164820287
1.2848571428571427,47.99783632352755
1.3122857142857143,47.023810349501574
1.3397142857142856,46.37445970015092
1.3945714285714286,45.72510905080027
1.422,45.72510905080027
1.4494285714285715,45.72510905080027
1.5042857142857144,47.023810349501574
1.5591428571428572,48.97186229755352
1.6688571428571428,52.218615544306765
1.7237142857142858,54.16666749235871
1.7785714285714285,54.816018141709364
1.806,54.816018141709364
1.8334285714285712,53.19264151833274
1.8882857142857143,52.218615544306765
1.943142857142857,54.816018141709364
1.9705714285714284,56.11471944041067
1.9980000000000002,56.43939476508599
2.1351428571428572,56.76407008976131
2.162571428571429,58.38744671313793
2.217428571428571,58.38744671313793
2.299714285714286,59.36147268716391
2.327142857142857,60.01082333651456
2.382,18.452381778073
2.4094285714285713,18.452381778073
2.436857142857143,18.452381778073
2.4917142857142855,18.452381778073
2.5465714285714287,21.699135024826248
2.574,24.296537622228843
2.628857142857143,31.439394765085986
2.6562857142857146,34.036797362488585
2.6837142857142857,37.608225933917154
2.711142857142857,50.270563596254824
2.766,51.89394021963144
2.8208571428571427,58.06277138846261
2.958,65.53030385599507
2.9854285714285713,67.1536804793717
3.040285714285714,69.10173242742364
3.0677142857142856,72.3484856741769
3.1500000000000004,74.29653762222884
3.1774285714285715,78.19264151833274
3.2048571428571426,81.11471944041067
3.232285714285714,61.63419995989118
3.259714285714286,58.38744671313793
3.314571428571428,54.16666749235871
3.3694285714285717,49.9458882715795
3.4242857142857144,42.80303112872235
3.451714285714286,40.20562853131975
3.479142857142857,36.9588752845665
3.534,20.725109050800274
3.588857142857143,12.608225933917158
3.6162857142857145,7.413420739111961
3.643714285714286,5.465368791060015
3.6711428571428573,0.9199142456054688
3.6985714285714284,0.2705635962548194
3.9454285714285717,1.5692648949561179
4.000285714285714,4.166667492358715
4.055142857142857,9.36147268716391
4.137428571428572,15.854979180670403
4.192285714285714,22.348485674176896
4.247142857142857,25.595238920930147
4.302,30.14069346638469
4.356857142857143,39.23160255729378
4.411714285714286,46.37445970015092
4.4391428571428575,51.56926489495611
4.494,56.11471944041067
4.521428571428571,59.36147268716391
4.576285714285714,61.9588752845665
4.631142857142858,67.1536804793717
4.686,70.40043372612494
4.740857142857143,77.21861554430677
4.795714285714285,81.43939476508599
4.823142857142857,83.38744671313793
4.8505714285714285,84.68614801183924
4.878,87.60822593391715
4.905428571428572,89.23160255729378
4.960285714285714,93.77705710274833
4.9877142857142855,96.69913502482625
5.015142857142857,98.97186229755353
5.07,98.6471869728782
5.1248571428571426,50.270563596254824
5.234571428571429,39.5562778819691
5.289428571428571,34.68614801183924
5.344285714285714,30.14069346638469
5.371714285714285,25.91991424560547
5.3991428571428575,23.647186972878195
5.454000000000001,13.257576583267808
5.508857142857143,12.608225933917158
5.5362857142857145,0.9199142456054688
5.563714285714285,0
5.591142857142857,0.5952389209301441
5.646,3.1926415183327417
5.700857142857143,9.036797362488585
5.783142857142857,13.906927232618454
5.838,20.40043372612495
5.865428571428572,24.296537622228843
5.892857142857142,27.54329086898209
5.9477142857142855,31.439394765085986
5.975142857142857,34.68614801183924
6.002571428571429,38.257576583267806
6.084857142857143,43.12770645339767
6.112285714285714,45.40043372612495
6.139714285714286,47.99783632352755
6.194571428571429,50.270563596254824
6.2219999999999995,51.89394021963144
6.276857142857143,53.841992167683394
6.331714285714286,57.08874541443664
6.386571428571429,39.23160255729378
6.468857142857143,42.47835580404703
6.496285714285714,44.10173242742365
6.523714285714285,48.97186229755352
6.551142857142857,51.56926489495611
6.606,64.88095320664443
6.688285714285715,67.1536804793717
6.715714285714285,68.12770645339768
6.770571428571428,69.42640775209897
6.8254285714285725,69.75108307677431
6.880285714285715,69.42640775209897
6.935142857142857,67.80303112872235
6.962571428571428,65.8549791806704
6.99,63.90692723261846
7.017428571428571,51.56926489495611
7.044857142857143,46.37445970015092
7.099714285714286,43.77705710274832
7.154571428571428,40.53030385599508
7.182,42.1536804793717
7.209428571428571,45.72510905080027
7.3191428571428565,48.97186229755352
7.428857142857144,54.49134281703404
7.456285714285714,56.43939476508599
7.483714285714286,56.76407008976131
7.511142857142857,58.06277138846261
7.538571428571428,58.06277138846261
7.565999999999999,58.06277138846261
7.593428571428571,55.46536879106001
7.620857142857144,39.880953206644435
7.648285714285715,39.23160255729378
7.703142857142857,37.93290125859248
7.757999999999999,38.58225190794313
7.812857142857142,39.880953206644435
7.867714285714286,41.17965450534573
7.977428571428572,44.426407752098974
8.004857142857142,47.3484856741769
8.087142857142858,52.5432908689821
8.169428571428572,55.79004411573534
8.306571428571427,59.36147268716391
8.388857142857143,62.93290125859248
8.443714285714286,65.53030385599507
8.608285714285714,69.42640775209897
8.690571428571428,72.3484856741769
8.800285714285714,74.29653762222884
8.827714285714286,75.59523892093014
8.855142857142857,76.2445895702808
8.91,74.62121294690417
9.019714285714286,72.3484856741769
9.074571428571428,70.40043372612494
9.129428571428571,65.20562853131976
