time,value
0.078,1.1363636363636365
0.10542857142857143,5.357142857142857
0.13285714285714284,5.357142857142857
0.18771428571428572,5.357142857142857
0.21514285714285714,5.032467532467533
0.2425714285714286,5.032467532467533
0.29742857142857143,5.032467532467533
0.32485714285714284,2.1103896103896105
0.35228571428571426,1.7857142857142856
0.40714285714285714,1.1363636363636365
0.5168571428571429,0.8116883116883116
0.5717142857142856,0.487012987012987
0.6265714285714286,0.487012987012987
0.6814285714285715,0.487012987012987
0.7088571428571429,0.487012987012987
0.7362857142857143,0.487012987012987
0.7637142857142857,0.16233766233766234
0.8459999999999999,0.16233766233766234
0.9008571428571428,1.7857142857142856
0.9557142857142857,2.4350649350649354
1.0105714285714287,3.0844155844155843
1.1202857142857143,4.058441558441558
1.1477142857142857,4.383116883116883
1.1751428571428573,4.383116883116883
1.23,4.058441558441558
1.2574285714285716,3.4090909090909087
1.2848571428571427,3.4090909090909087
1.3122857142857143,2.4350649350649354
1.3397142857142856,2.1103896103896105
1.3945714285714286,2.4350649350649354
1.5865714285714283,4.383116883116883
1.860857142857143,6.6558441558441555
2.052857142857143,8.279220779220779
2.217428571428571,9.577922077922079
2.2722857142857142,9.577922077922079
2.299714285714286,9.577922077922079
2.327142857142857,8.928571428571429
2.3545714285714285,5.681818181818182
2.382,5.032467532467533
2.4094285714285713,4.383116883116883
2.436857142857143,4.383116883116883
2.4917142857142855,4.707792207792208
2.519142857142857,3.7337662337662336
2.5465714285714287,2.75974025974026
2.574,1.1363636363636365
2.6014285714285714,1.7857142857142856
2.6837142857142857,3.0844155844155843
2.766,3.4090909090909087
2.7934285714285716,4.058441558441558
2.8208571428571427,4.058441558441558
2.8757142857142854,4.058441558441558
2.9305714285714286,3.4090909090909087
2.958,3.0844155844155843
2.9854285714285713,3.0844155844155843
3.040285714285714,3.0844155844155843
3.0677142857142856,2.4350649350649354
3.095142857142857,2.4350649350649354
3.259714285714286,2.4350649350649354
3.4242857142857144,2.4350649350649354
3.588857142857143,2.4350649350649354
3.643714285714286,3.4090909090909087
3.6985714285714284,4.383116883116883
3.7534285714285716,5.357142857142857
3.8631428571428574,7.629870129870129
3.8905714285714286,8.279220779220779
3.918,6.98051948051948
3.9454285714285717,6.98051948051948
3.972857142857143,6.98051948051948
4.000285714285714,6.98051948051948
4.027714285714286,6.98051948051948
4.082571428571429,5.357142857142857
4.137428571428572,4.383116883116883
4.192285714285714,2.75974025974026
4.219714285714286,2.4350649350649354
4.274571428571429,2.4350649350649354
4.411714285714286,2.4350649350649354
4.686,2.4350649350649354
5.234571428571429,1.7857142857142856
5.563714285714285,0.8116883116883116
5.783142857142857,0.487012987012987
5.865428571428572,0.487012987012987
5.892857142857142,0.16233766233766234
6.386571428571429,0
6.715714285714285,0.487012987012987
6.8254285714285725,0.8116883116883116
6.880285714285715,0.8116883116883116
6.962571428571428,1.1363636363636365
7.099714285714286,1.1363636363636365
7.209428571428571,1.7857142857142856
7.3191428571428565,1.7857142857142856
7.3740000000000006,1.7857142857142856
7.428857142857144,2.4350649350649354
7.593428571428571,5.032467532467533
7.703142857142857,6.98051948051948
7.840285714285715,9.902597402597403
8.004857142857142,12.824675324675324
8.087142857142858,14.44805194805195
8.306571428571427,18.344155844155843
8.416285714285715,21.915584415584416
8.526,25.811688311688314
8.608285714285714,28.084415584415584
8.635714285714286,29.383116883116884
8.663142857142859,30.032467532467532
8.690571428571428,30.032467532467532
8.74542857142857,30.032467532467532
8.800285714285714,30.032467532467532
8.992285714285714,31.006493506493506
9.239142857142857,32.95454545454545
9.376285714285714,34.25324675324675
9.513428571428571,35.55194805194805
9.623142857142858,36.52597402597403
9.678,36.85064935064935
9.732857142857142,37.82467532467532
9.787714285714285,39.12337662337662
10.007142857142858,40.74675324675325
10.446000000000002,44.31818181818182
10.583142857142857,44.642857142857146
10.720285714285714,45.2922077922078
10.775142857142857,45.616883116883116
10.83,45.2922077922078
10.939714285714285,43.993506493506494
11.049428571428571,41.396103896103895
11.186571428571428,38.47402597402597
11.268857142857144,36.85064935064935
11.296285714285714,33.92857142857143
11.378571428571428,28.40909090909091
11.406,29.707792207792206
11.460857142857144,30.681818181818183
11.570571428571428,33.603896103896105
11.872285714285713,41.07142857142857
12.146571428571429,46.91558441558442
12.311142857142858,50.48701298701299
12.448285714285714,54.38311688311688
12.475714285714286,55.35714285714286
12.53057142857143,56.33116883116883
12.58542857142857,55.68181818181818
12.640285714285714,55.032467532467535
12.667714285714286,54.7077922077922
12.695142857142855,54.38311688311688
12.77742857142857,54.05844155844156
12.832285714285714,53.40909090909091
12.859714285714286,53.08441558441559
12.91457142857143,52.75974025974026
12.96942857142857,52.1103896103896
13.134,50.16233766233766
13.408285714285714,47.88961038961039
13.518,45.94155844155844
13.655142857142856,44.967532467532465
13.737428571428572,43.993506493506494
13.847142857142856,42.6948051948052
14.066571428571429,40.0974025974026
14.176285714285713,38.798701298701296
14.313428571428572,37.17532467532468
14.505428571428572,34.25324675324675
14.560285714285714,28.40909090909091
14.615142857142857,19.318181818181817
14.889428571428573,21.915584415584416
14.971714285714285,23.863636363636363
15.300857142857144,29.05844155844156
15.60257142857143,34.57792207792208
15.876857142857144,39.77272727272727
